sample_id,domain,role_family,target_role,competency,question,answer,role_relevance,star_structure,evidence_specificity,technical_accuracy,communication_clarity,self_awareness,evidence_level,weakness_tags,need_clarification,clarification_type,final_score_0_100,final_score_0_1,quality_label,has_tool,has_metric,has_impact,has_action,has_context,answer_length_words
AQD-09C319,Information & Technology,Data & AI,Data Scientist,Machine Learning Evaluation & Tuning,Pernahkah kamu menghadapi situasi di mana model yang kamu latih mengalami overfitting atau berhadapan dengan data yang sangat timpang (imbalanced class)? Pendekatan teknis seperti apa yang kamu lakukan untuk menstabilkan performa prediksi model tersebut?,"Ya, tentu saja. Waktu itu saya menangani masalah overfitting parah pada model neural network berbasis transformer untuk klasifikasi teks. Untuk mengatasinya, saya mengimplementasikan kombinasi teknik regularisasi L2 dengan weight decay pada optimizer AdamW, lalu saya menambahkan dropout layer sebesar 0.3 di setiap blok residual. Saya juga melakukan fine-tuning pada learning rate menggunakan cyclical learning rate scheduler untuk menghindari local minima. Terkait isu imbalanced class, saya tidak menggunakan oversampling sederhana karena berisiko overfitting. Sebaliknya, saya memodifikasi loss function dengan mengimplementasikan focal loss, di mana saya menyesuaikan parameter gamma untuk memberikan bobot lebih besar pada minority class yang memiliki probabilitas prediksi rendah. Saya juga melakukan eksperimen dengan teknik cost-sensitive learning dengan memanipulasi class_weight pada cross-entropy loss guna menyeimbangkan gradient contribution dari masing-masing kelas selama fase backpropagation.",70,50,80,90,40,30,3,impact_missing;measurable_result_missing;poor_communication,True,impact,64.0,0.64,Average,1,0,0,1,1,124
AQD-FFCCBA,Information & Technology,Data & AI,Data Scientist,Machine Learning Evaluation & Tuning,Pernahkah kamu menghadapi situasi di mana model yang kamu latih mengalami overfitting atau berhadapan dengan data yang sangat timpang (imbalanced class)? Pendekatan teknis seperti apa yang kamu lakukan untuk menstabilkan performa prediksi model tersebut?,"Ya, saya pernah mengalami kegagalan fatal saat awal karir saya di proyek deteksi fraud. Saya terlalu percaya diri dengan model Random Forest tanpa melakukan pre-processing yang memadai pada data yang sangat imbalanced. Akibatnya, model saya mengalami overfitting parah; ia memberikan akurasi 99 persen saat training, tetapi saat di produksi, model gagal total mendeteksi transaksi penipuan karena hanya memprediksi semua transaksi sebagai 'legal'. Itu adalah kesalahan besar yang merugikan operasional tim selama dua hari. Saya segera mengambil tindakan. Pertama, saya beralih menggunakan metrik Precision-Recall AUC dan F1-score daripada akurasi. Untuk mengatasi ketimpangan kelas, saya menerapkan teknik SMOTE untuk oversampling kelas minoritas dan melakukan undersampling pada kelas mayoritas. Selain itu, saya menambahkan regularisasi pada model XGBoost dan melakukan tuning hyperparameter menggunakan Bayesian Optimization untuk mengontrol kompleksitas model. Hasilnya, performa model meningkat signifikan dengan peningkatan recall dari 0 menjadi 78 persen pada kelas fraud, dan stabilitas sistem di produksi terjaga dengan baik tanpa adanya false negative yang fatal lagi.",95,95,95,95,95,100,5,,False,none,95.5,0.955,Strong,1,1,1,1,1,156
AQD-1F9167,Information & Technology,Data & AI,Data Scientist,Data Engineering Foundations,"Sebagai Data Scientist, kita juga sering dituntut untuk menarik dan menyiapkan data sendiri. Bisa ceritakan pengalamanmu dalam mengekstrak dan menggabungkan data dari berbagai sumber database? Tools atau skrip otomasi seperti apa yang biasanya kamu gunakan?","Ya, saya sangat terbiasa dengan itu. Dalam pekerjaan saya, saya sering menggunakan Python dengan library Pandas, PySpark, dan Dask untuk pemrosesan paralel. Saya juga sering melakukan koneksi ke PostgreSQL, MySQL, MongoDB, dan Cassandra menggunakan SQL, SQLAlchemy, dan PyMongo. Untuk otomasi, saya biasa menggunakan Airflow atau Prefect, lalu integrasi dengan Kafka, Flink, dan Spark Streaming. Saya juga familiar dengan Docker, Kubernetes untuk containerization, serta AWS Glue, S3, dan Redshift untuk data warehousing. Selain itu, saya sering menggunakan dbt untuk transformasi data, serta Git untuk versioning dan Jenkins untuk CI/CD pipeline agar integrasi data dari API pihak ketiga berjalan lancar. Saya rasa kombinasi teknologi ini sangat esensial untuk pipeline data yang scalable.",45,20,20,50,40,20,1,context_missing;measurable_result_missing;buzzword_salad,True,context,32.75,0.3275,Weak,1,0,0,0,0,110
AQD-1D810F,Information & Technology,Data & AI,Data Scientist,Data Engineering Foundations,"Sebagai Data Scientist, kita juga sering dituntut untuk menarik dan menyiapkan data sendiri. Bisa ceritakan pengalamanmu dalam mengekstrak dan menggabungkan data dari berbagai sumber database? Tools atau skrip otomasi seperti apa yang biasanya kamu gunakan?","Jadi, waktu itu saya menangani pipeline data dari tiga sumber heterogen, yakni PostgreSQL, MongoDB, dan API pihak ketiga. Saya membangun skrip Python menggunakan Apache Airflow untuk orkestrasi workflow-nya. Saya menerapkan teknik paralel processing dengan library 'multiprocessing' di Python untuk memangkas latency saat pengambilan data dari PostgreSQL melalui konektor psycopg2. Untuk MongoDB, saya melakukan agregasi menggunakan pipeline $lookup dan $unwind untuk join data terstruktur dan unstructured. Masalah muncul saat sinkronisasi skema di 'staging layer', jadi saya menulis custom script untuk inferensi skema menggunakan 'pandas' dan 'pydantic' untuk validasi tipe data sebelum di-load ke dalam data warehouse menggunakan teknik 'upsert' lewat SQLAlchemy. Saya juga mengoptimalkan query execution plan dengan menambahkan b-tree index pada kolom join dan mengatur buffer size di PostgreSQL. Logika penanganannya saya buat sangat modular dengan pendekatan functional programming agar memori footprint-nya efisien saat melakukan transformasi data berskala besar di memori. Semuanya diotomatisasi melalui CI/CD pipeline dengan Docker untuk memastikan environment konsisten di setiap tahap deployment.",70,60,80,90,50,50,3,impact_missing;measurable_result_missing;too_technical_jargon,True,impact,69.0,0.69,Average,1,0,0,1,1,156
AQD-5C10FB,Information & Technology,Data & AI,Data Scientist,Data Engineering Foundations,"Sebagai Data Scientist, kita juga sering dituntut untuk menarik dan menyiapkan data sendiri. Bisa ceritakan pengalamanmu dalam mengekstrak dan menggabungkan data dari berbagai sumber database? Tools atau skrip otomasi seperti apa yang biasanya kamu gunakan?","Tentu, saya memiliki pengalaman luas dalam membangun pipeline data untuk kebutuhan pemodelan. Dulu, kami menghadapi masalah serius di mana proses ekstraksi data mentah dari PostgreSQL, MongoDB, dan log server S3 memakan waktu yang sangat lama karena query yang tidak efisien dan banyaknya join antar database yang berbeda. Situasi ini membuat tim data scientist harus menunggu hampir 4 jam setiap pagi hanya untuk menyiapkan dataset siap latih. Saya kemudian mengambil inisiatif untuk melakukan refactoring pada skrip ETL kami. Saya menggunakan Python dengan library Apache Airflow untuk menjadwalkan alur kerja dan menggunakan dbt (data build tool) untuk mengelola transformasi data secara modular. Saya juga menerapkan strategi partisi pada database dan melakukan optimasi query menggunakan indeks yang tepat. Hasilnya sangat signifikan; kami berhasil memangkas total waktu eksekusi pipeline dari 4 jam menjadi hanya 25 menit. Efisiensi ini tidak hanya mempercepat waktu iterasi eksperimen model kami, tetapi juga mengurangi beban penggunaan memori pada server produksi sebesar 40% karena proses pengolahan data menjadi jauh lebih ramping.",95,95,95,98,95,90,5,,False,none,94.95,0.9495,Strong,1,1,1,1,1,161
AQD-103EFA,Information & Technology,Data & AI,Data Scientist,Data Engineering Foundations,"Bagaimana cara kamu mengoptimalkan kueri SQL atau pipeline data ketika dihadapkan pada penarikan data yang volumenya sangat besar, agar pasokan data untuk pemodelan tetap lancar dan tidak memakan waktu lama?","Untuk optimasi data besar, saya biasanya langsung menerapkan implementasi Apache Spark dengan cluster EMR menggunakan PySpark. Saya juga menggunakan pendekatan partitioning dan bucketing di Hive, serta mengintegrasikan Kafka untuk streaming data real-time dengan Kafka Connect. Selain itu, saya menggunakan Airflow untuk orkestrasinya, lalu menerapkan indeks b-tree pada PostgreSQL, melakukan query tuning dengan execution plan, menggunakan Redis untuk caching, serta memanfaatkan Terraform untuk infrastrukturnya agar scalable. Saya juga sering menggunakan Docker container dengan Kubernetes agar pipeline-nya lebih terdistribusi secara paralel menggunakan metode distributed computing dan map-reduce, sambil memastikan data lake-nya berbasis S3 dengan format Parquet atau Avro agar performa I/O-nya lebih cepat dalam pemrosesan big data di lingkungan cloud native.",45,20,25,40,30,20,1,context_missing;measurable_result_missing;buzzword_heavy,True,context,31.25,0.3125,Weak,1,0,0,0,0,109
AQD-7B0F90,Information & Technology,Data & AI,Data Scientist,Data Engineering Foundations,"Bagaimana cara kamu mengoptimalkan kueri SQL atau pipeline data ketika dihadapkan pada penarikan data yang volumenya sangat besar, agar pasokan data untuk pemodelan tetap lancar dan tidak memakan waktu lama?","Untuk optimasi data dalam skala besar, biasanya saya melakukan dekomposisi kueri dengan menerapkan strategi partitioning pada tabel di PostgreSQL atau BigQuery untuk membatasi scan data. Saya akan mengimplementasikan indexing seperti B-Tree atau BRIN jika datanya bersifat time-series. Secara arsitektural, saya lebih memilih menggunakan pendekatan pipeline batch processing dengan Apache Airflow untuk melakukan ETL. Di sana, saya akan menerapkan teknik 'predicate pushdown' agar filter dijalankan sedini mungkin sebelum data masuk ke tahap join. Untuk pipeline Spark, saya akan mengatur konfigurasi 'shuffle partitions' agar sesuai dengan jumlah core CPU dan mencegah terjadinya data skew dengan melakukan salt pada kolom join yang memiliki high cardinality. Selain itu, saya melakukan optimasi pada level penyimpanan dengan mengonversi format data ke Parquet atau Avro agar kompresi lebih efisien dan I/O throughput meningkat secara signifikan selama proses read.",70,50,85,90,50,40,4,impact_missing;measurable_result_missing;too_technical_jargon,True,impact,67.0,0.67,Average,1,0,0,1,1,131
AQD-52415C,Information & Technology,Data & AI,Data Scientist,Data Engineering Foundations,"Bagaimana cara kamu mengoptimalkan kueri SQL atau pipeline data ketika dihadapkan pada penarikan data yang volumenya sangat besar, agar pasokan data untuk pemodelan tetap lancar dan tidak memakan waktu lama?","Jujur, saya pernah melakukan kesalahan fatal di awal karier saya saat menangani pipeline data. Saya menjalankan kueri 'SELECT *' pada tabel log transaksi yang berukuran beberapa terabyte tanpa filter tanggal, yang mengakibatkan database production kita down total selama hampir dua jam. Itu adalah pelajaran yang sangat mahal bagi saya. Setelah insiden itu, saya belajar untuk melakukan pendekatan yang lebih disiplin. Dalam situasi pengambilan data volume besar, pertama-tama saya selalu menerapkan teknik partisi data berdasarkan waktu atau ID wilayah agar kueri hanya menyentuh subset data yang diperlukan. Saya beralih menggunakan format penyimpanan kolom seperti Parquet atau Avro di S3 untuk efisiensi I/O. Selain itu, saya mengimplementasikan metode incremental loading dengan bantuan Airflow, sehingga pipeline hanya menarik data baru saja, bukan seluruh dataset. Hasilnya, durasi pemrosesan data untuk model machine learning kami turun drastis dari 4 jam menjadi hanya 15 menit per batch, dan kami berhasil meningkatkan throughput data sebesar 95% tanpa membebani sistem production lagi.",95,95,90,95,95,100,5,,False,none,94.5,0.945,Strong,1,1,1,1,1,154
AQD-8CA5A5,Information & Technology,Data & AI,Data Scientist,Technical Problem Solving,"Misalkan perusahaan ingin membuat model untuk memprediksi pelanggan mana yang kemungkinan besar akan berhenti berlangganan (churn) bulan depan. Namun, data historis yang kita punya menunjukkan pelanggan churn sangat sedikit dibandingkan yang bertahan. Sebagai junior Data Scientist, langkah-langkah teknis apa yang akan kamu lakukan dari persiapan data hingga evaluasi modelnya?","Baik, untuk menangani churn rate yang imbalance, saya biasanya akan langsung menggunakan Python dengan library Pandas dan NumPy untuk preprocessing. Saya akan menerapkan teknik ensemble learning menggunakan XGBoost, LightGBM, dan CatBoost. Kemudian, saya akan mengintegrasikan TensorFlow atau PyTorch jika butuh deep learning. Saya juga pasti menggunakan Scikit-learn untuk pipeline, serta Spark jika datanya besar. Tidak lupa saya menggunakan MLflow untuk tracking, Docker untuk containerization, dan Kubernetes untuk deployment. Saya juga paham penggunaan DVC untuk data versioning, Optuna untuk hyperparameter tuning, dan SHAP atau LIME untuk interpretability model. Semuanya ini saya jalankan di lingkungan cloud seperti AWS SageMaker atau GCP Vertex AI dengan integrasi CI/CD lewat GitHub Actions.",45,20,20,40,30,20,1,context_missing;measurable_result_missing;buzzword_salad,True,context,30.25,0.3025,Weak,1,0,0,0,0,107
AQD-5CDB08,Information & Technology,Data & AI,Data Scientist,Technical Problem Solving,"Misalkan perusahaan ingin membuat model untuk memprediksi pelanggan mana yang kemungkinan besar akan berhenti berlangganan (churn) bulan depan. Namun, data historis yang kita punya menunjukkan pelanggan churn sangat sedikit dibandingkan yang bertahan. Sebagai junior Data Scientist, langkah-langkah teknis apa yang akan kamu lakukan dari persiapan data hingga evaluasi modelnya?","Untuk menangani kasus imbalanced data churn ini, kami memulai dengan melakukan eksplorasi data secara mendalam. Kami menggunakan teknik sampling seperti SMOTE untuk menyeimbangkan kelas minoritas. Setelah itu, kami melakukan pemilihan fitur agar model lebih fokus pada pola churn yang relevan. Kami mencoba berbagai algoritma, dan akhirnya kami memilih Random Forest karena performanya yang stabil. Kami sangat senang karena proyek ini sukses besar; kami berhasil meningkatkan akurasi deteksi churn sebesar 15% dan menurunkan tingkat churn pelanggan hingga 8% dalam tiga bulan. Dampak finansialnya sangat terasa bagi perusahaan karena kami mampu menjaga retensi pendapatan tetap stabil. Dalam proses ini, kami selalu memastikan evaluasi menggunakan F1-score dan Precision-Recall curve agar tidak terjebak dengan akurasi semata. Kami merasa kerja keras tim membuahkan hasil yang luar biasa bagi stabilitas bisnis perusahaan.",70,60,50,65,70,40,3,contribution_unclear;lack_of_personal_ownership;vague_role_definition,True,contribution,60.25,0.6025,Average,1,1,1,1,1,126
AQD-18BAEC,Information & Technology,Data & AI,Data Scientist,Technical Problem Solving,"Misalkan perusahaan ingin membuat model untuk memprediksi pelanggan mana yang kemungkinan besar akan berhenti berlangganan (churn) bulan depan. Namun, data historis yang kita punya menunjukkan pelanggan churn sangat sedikit dibandingkan yang bertahan. Sebagai junior Data Scientist, langkah-langkah teknis apa yang akan kamu lakukan dari persiapan data hingga evaluasi modelnya?","Tentu, ini adalah masalah klasifikasi imbalanced data yang klasik. Untuk menanganinya, langkah pertama yang saya lakukan adalah eksplorasi data untuk memahami sebaran kelasnya. Saya akan melakukan resampling, seperti menggunakan teknik SMOTE atau ADASYN untuk oversampling kelas minoritas, atau undersampling pada kelas mayoritas, namun saya lebih memilih kombinasi keduanya agar informasi tidak hilang. Untuk modeling, saya akan menggunakan algoritma berbasis gradient boosting seperti XGBoost atau LightGBM karena performanya yang unggul pada data tabular. Namun, poin penting dalam kasus ini adalah evaluasi; saya tidak akan menggunakan akurasi, melainkan Precision-Recall AUC atau F1-Score. Saya juga akan melakukan tuning hyperparameter menggunakan Optuna untuk optimasi yang lebih efisien. Sebagai tambahan, saya pernah menerapkan pendekatan serupa saat mengoptimalkan pipeline machine learning kami. Dengan menyederhanakan feature engineering dan memanfaatkan pruning pada tree-based models, saya berhasil memangkas latency inference model dari 200 milidetik menjadi hanya 25 milidetik per request. Hal ini memberikan dampak signifikan pada efisiensi penggunaan resource server kami, di mana kami berhasil menekan pemakaian memori hingga 40% tanpa mengorbankan performa prediksi model.",95,90,95,95,95,90,5,,False,none,93.5,0.935,Strong,1,1,1,1,1,166
AQD-E8A0DC,Information & Technology,Data & AI,Data Scientist,Technical Problem Solving,"Bayangkan kamu baru saja selesai melatih sebuah model machine learning dan mendapatkan akurasi 95% di data latih. Tapi saat diuji ke data testing, performanya anjlok menjadi 60%. Menurut analisismu, apa yang sebenarnya terjadi pada model tersebut, dan bagaimana cara teknis untuk mendiagnosis serta memperbaikinya?","Wah, pertanyaan yang menarik ya. Sebenarnya kalau ngomongin soal akurasi, saya jadi teringat pengalaman saya waktu jadi asisten dosen dulu. Dulu saya sering membantu mengolah nilai mahasiswa dan tantangannya itu lebih ke manajemen data administratif, bukan teknis model seperti ini. Sebenarnya di dunia kerja, yang paling penting itu disiplin dan manajemen waktu, jadi mau modelnya 95% atau 60%, kalau kita tidak bisa berkomunikasi dengan stakeholder ya percuma. Saya lebih fokus ke arah pengembangan tim dan bagaimana kita bisa menjaga motivasi anggota saat target tidak tercapai. Jadi, menurut saya daripada pusing mikirin kenapa modelnya turun, lebih baik kita evaluasi bagaimana komunikasi tim saat proyek tersebut berjalan.",20,10,10,10,20,10,1,role_relevance_low;communication_unclear;evasive_answer,True,role_relevance,13.5,0.135,Weak,0,0,0,0,0,105
AQD-C59C46,Information & Technology,Data & AI,Data Scientist,Technical Problem Solving,"Bayangkan kamu baru saja selesai melatih sebuah model machine learning dan mendapatkan akurasi 95% di data latih. Tapi saat diuji ke data testing, performanya anjlok menjadi 60%. Menurut analisismu, apa yang sebenarnya terjadi pada model tersebut, dan bagaimana cara teknis untuk mendiagnosis serta memperbaikinya?","Jadi, kalau ditanya soal model yang akurasinya anjlok dari 95% ke 60%, kami melihat itu sebagai kasus overfitting yang sangat klasik. Di proyek terakhir kami, kami berhasil melatih model deteksi fraud dengan akurasi training 98% dan testing 94%, yang mana itu sukses besar karena meningkatkan efisiensi deteksi kami sebesar 40% dalam kuartal terakhir. Untuk kasus 95% ke 60% tadi, kami biasanya melakukan investigasi mendalam terhadap distribusi datanya. Kami sering menggunakan teknik cross-validation atau memeriksa apakah ada data leakage. Kami juga memastikan bahwa preprocessing yang kami lakukan sudah tepat, seperti scaling atau normalisasi fitur. Kami merasa pendekatan kami dalam memitigasi overfitting biasanya melibatkan penggunaan regularisasi seperti L1 atau L2, atau mungkin kami menambah data baru jika datasetnya terlalu kecil. Intinya, kami bekerja keras untuk memastikan model kami generalisasinya baik di lingkungan produksi.",70,60,50,70,75,40,3,contribution_unclear;overuse_of_we;lack_of_personal_ownership,True,contribution,61.5,0.615,Average,1,1,1,1,1,131
AQD-0461B1,Information & Technology,Data & AI,Data Scientist,Technical Problem Solving,"Bayangkan kamu baru saja selesai melatih sebuah model machine learning dan mendapatkan akurasi 95% di data latih. Tapi saat diuji ke data testing, performanya anjlok menjadi 60%. Menurut analisismu, apa yang sebenarnya terjadi pada model tersebut, dan bagaimana cara teknis untuk mendiagnosis serta memperbaikinya?","Berdasarkan skenario tersebut, jelas sekali bahwa model saya mengalami overfitting yang parah, di mana model hanya menghafal noise pada data latih tanpa mampu menggeneralisasi pola. Untuk mendiagnosis ini, langkah pertama saya adalah memvisualisasikan learning curve untuk melihat gap antara training dan validation loss yang melebar. Saya juga akan melakukan teknik regularisasi seperti menambahkan dropout layer pada arsitektur neural network kami, atau menerapkan L1/L2 regularization untuk membatasi kompleksitas bobot model. Selain itu, saya akan melakukan hyperparameter tuning dengan menggunakan tool Optuna untuk mencari konfigurasi yang lebih optimal serta menerapkan teknik cross-validation. Sebagai bukti efektivitas pendekatan ini, di proyek sebelumnya, saya sempat mengoptimalkan pipeline retraining model yang lambat. Dengan melakukan refactoring pada data preprocessing dan membatasi kompleksitas model agar lebih ringan, saya berhasil memangkas waktu build CI/CD dari 30 menit menjadi hanya 5 menit per iterasi. Hal ini memberikan dampak signifikan berupa peningkatan efisiensi iterasi eksperimen tim hingga 80%, sehingga kami bisa melakukan pengujian lebih banyak hipotesis dalam waktu yang jauh lebih singkat tanpa mengorbankan performa model di data testing.",95,95,90,95,95,90,5,,False,none,93.5,0.935,Strong,1,1,1,1,1,168
AQD-4B974A,Information & Technology,Data & AI,AI Engineer,Career Motivation & Fit,"Halo, selamat datang di sesi wawancara. Bisa ceritakan sedikit tentang dirimu dan kenapa kamu tertarik melamar posisi AI Engineer?","Halo, terima kasih atas kesempatannya. Saya adalah AI Engineer yang sangat antusias dengan teknologi terkini. Saya memiliki pengalaman mendalam dengan Python, PyTorch, TensorFlow, Keras, Scikit-learn, Pandas, NumPy, OpenCV, NLTK, spaCy, HuggingFace Transformers, LangChain, LlamaIndex, Docker, Kubernetes, AWS Sagemaker, Azure ML, GCP Vertex AI, MLflow, DVC, Apache Spark, Kafka, MongoDB, PostgreSQL, Pinecone, Milvus, Redis, FastAPI, Flask, dan React. Saya tertarik melamar di sini karena ingin menerapkan semua stack teknologi tersebut dalam ekosistem perusahaan ini untuk memaksimalkan kapabilitas AI yang ada sekarang.",45,20,20,30,40,25,1,context_missing;measurable_result_missing;buzzword_heavy,True,context,30.25,0.3025,Weak,1,0,0,0,0,80
AQD-FB8D5A,Information & Technology,Data & AI,AI Engineer,Career Motivation & Fit,"Halo, selamat datang di sesi wawancara. Bisa ceritakan sedikit tentang dirimu dan kenapa kamu tertarik melamar posisi AI Engineer?","Halo, terima kasih atas kesempatannya. Saya adalah seorang AI Engineer yang sangat antusias dengan pengembangan model bahasa. Kenapa saya melamar ke sini? Karena saya ingin tantangan baru setelah pengalaman sukses saya di proyek sebelumnya. Jadi, di proyek terakhir, kami berhasil mengembangkan model klasifikasi dokumen otomatis. Kami melatih model menggunakan arsitektur Transformer dan hasilnya luar biasa, kami mencapai akurasi sebesar 94 persen. Dampaknya sangat signifikan karena kami berhasil memangkas waktu pemrosesan data internal hingga 60 persen per hari. Kami bekerja sangat keras sebagai satu kesatuan, kami melakukan optimasi pipeline, dan kami juga mengelola integrasi cloud-nya. Kami benar-benar bangga karena sistem ini membantu perusahaan menghemat biaya operasional secara masif, dan kami merasa proyek ini adalah pencapaian terbesar tim kami.",70,60,50,65,70,40,3,contribution_unclear;lack_of_ownership;excessive_we_syndrome,True,contribution,60.25,0.6025,Average,1,1,1,1,1,117
AQD-8D741B,Information & Technology,Data & AI,AI Engineer,Career Motivation & Fit,"Halo, selamat datang di sesi wawancara. Bisa ceritakan sedikit tentang dirimu dan kenapa kamu tertarik melamar posisi AI Engineer?","Halo, terima kasih atas kesempatannya. Nama saya Andi, seorang AI Engineer yang berfokus pada optimasi pipeline machine learning. Sejujurnya, ketertarikan saya pada posisi ini dipicu oleh pengalaman yang cukup membekas setahun lalu. Saat itu, saya membuat kesalahan fatal dalam deployment model rekomendasi yang menyebabkan sistem mengalami latency tinggi hingga downtime selama 45 menit karena kebocoran memori pada saat proses inferensi. Itu adalah momen terberat saya, namun saya bertanggung jawab penuh dengan segera melakukan rollback dan melakukan root cause analysis secara mendalam. Saya menemukan bahwa penggunaan library pengelolaan tensor yang tidak efisien menjadi penyebabnya. Untuk memperbaikinya, saya melakukan refactoring pada architecture pipeline tersebut dengan mengimplementasikan quantization pada model dan memindahkan komputasi ke ONNX Runtime. Hasilnya, bukan hanya sistem kembali stabil, saya berhasil menurunkan latency sebesar 40% dan meningkatkan throughput request hingga 60% dibandingkan sebelum insiden terjadi. Kejadian itu mengajarkan saya bahwa di dunia AI, performa sistem sama pentingnya dengan akurasi model. Saya sangat ingin bergabung di sini karena saya melihat tantangan yang serupa di tim Anda, dan saya yakin pengalaman saya dalam membangun sistem AI yang efisien serta tangguh dapat memberikan kontribusi nyata bagi produk Anda.",95,95,98,92,95,95,5,,False,none,95.15,0.9515,Strong,1,1,1,1,1,185
AQD-F99B1A,Information & Technology,Data & AI,AI Engineer,Career Motivation & Fit,"Dari semua project atau materi yang pernah kamu pelajari, bagian mana sih yang bikin kamu merasa paling 'klik' dan yakin berkarir di jalur ini?","Wah, pertanyaan yang menarik ya. Sebenarnya kalau ngomongin soal klik, saya malah jadi ingat waktu saya masih kuliah dulu dan aktif di organisasi pecinta alam. Waktu itu kami harus melakukan pendakian besar-besaran di gunung yang medannya cukup sulit. Saya merasa sangat yakin dengan pilihan hidup saya saat berhasil mencapai puncak karena di situ saya belajar tentang ketangguhan mental dan kerjasama tim yang luar biasa. Saya rasa kualitas seperti itu juga penting sekali dalam dunia kerja, termasuk kalau nanti saya harus bekerja di bidang AI ini. Intinya, pendakian itu benar-benar mengubah cara pandang saya soal bagaimana menghadapi tantangan hidup, meskipun mungkin tidak ada hubungannya secara langsung dengan coding atau model machine learning.",25,10,20,0,35,15,1,role_relevance_low;communication_unclear;evasive_tangent,True,role_relevance,17.25,0.1725,Weak,0,0,0,0,1,111
AQD-06DE19,Information & Technology,Data & AI,AI Engineer,Career Motivation & Fit,"Dari semua project atau materi yang pernah kamu pelajari, bagian mana sih yang bikin kamu merasa paling 'klik' dan yakin berkarir di jalur ini?","Jadi, waktu itu kami sedang mengerjakan implementasi sistem klasifikasi gambar untuk otomasi gudang. Kami berhasil meningkatkan akurasi model dari 75 persen menjadi 92 persen setelah melakukan eksperimen dengan arsitektur CNN yang berbeda. Proyek ini memberikan dampak yang sangat besar karena kami mampu memangkas waktu sortir barang hingga 40 persen. Jujur, saat melihat sistem kami akhirnya bisa berjalan secara real-time di lantai produksi, di situ saya merasa paling klik dengan dunia AI. Melihat bagaimana hasil kerja keras tim kami bisa benar-benar mempermudah operasional gudang itu sangat memuaskan, dan rasanya kami semua bangga banget bisa mencapai target efisiensi tersebut.",65,60,50,70,75,55,3,contribution_unclear;lack_of_ownership;passive_role,True,contribution,61.75,0.6175,Average,1,1,1,1,1,97
AQD-6DA929,Information & Technology,Data & AI,AI Engineer,Career Motivation & Fit,"Dari semua project atau materi yang pernah kamu pelajari, bagian mana sih yang bikin kamu merasa paling 'klik' dan yakin berkarir di jalur ini?","Sejujurnya, momen yang membuat saya paling yakin berkarir di bidang AI Engineering adalah saat saya menangani masalah bottleneck pada pipeline inferensi model NLP kami di project sebelumnya. Saat itu, model kami mengalami latensi yang cukup tinggi di lingkungan produksi yang menyebabkan user experience menurun. Saya melakukan analisis mendalam dan menemukan bahwa serialisasi data input menjadi hambatan utamanya. Akhirnya, saya memutuskan untuk mengimplementasikan teknik kuantisasi model menggunakan ONNX Runtime serta melakukan optimasi pada layer preprocessing. Hasilnya sangat signifikan, saya berhasil memangkas inferensi latency dari 450 milidetik menjadi hanya 85 milidetik per request. Selain itu, penggunaan memori server juga turun drastis sebesar 60 persen. Melihat dampak teknis yang nyata tersebut, saya merasa sangat puas karena bukan hanya performa sistem yang meningkat, tapi produktivitas tim DevOps juga terbantu karena beban infrastruktur yang lebih ringan. Bagi saya, memecahkan masalah efisiensi seperti ini adalah esensi dari pekerjaan AI Engineer yang sebenarnya, yaitu menjembatani antara kompleksitas riset AI dengan realita teknis yang efisien.",95,95,95,95,95,90,5,,False,none,94.5,0.945,Strong,1,1,1,1,1,157
AQD-1706FD,Information & Technology,Data & AI,AI Engineer,Career Motivation & Fit,"Di industri IT perkembangannya kan cepat banget ya. Sebagai seorang AI Engineer, bagaimana cara kamu biasanya belajar atau beradaptasi dengan teknologi baru?","Wah iya betul banget, industri IT memang cepat sekali ya perubahannya. Tapi kalau saya pribadi sih, sebenarnya saya lebih suka menghabiskan waktu luang saya dengan berkebun di rumah. Menurut saya, merawat tanaman itu juga butuh ketelitian yang sama tingginya dengan coding. Kalau tanaman itu kita harus perhatikan kadar airnya, jenis pupuknya, dan kapan harus kena matahari. Jadi ya, saya rasa adaptasi itu sebenarnya lebih ke soal kesabaran hati sih, bukan cuma soal teknologinya saja. Karena kalau hati kita tenang, mau teknologi apapun yang muncul ya kita pasti bisa menghadapinya dengan santai.",20,10,10,10,30,20,1,role_relevance_low;communication_unclear;evasive_tangent,True,role_relevance,15.5,0.155,Weak,0,0,0,0,1,91
AQD-5A019D,Information & Technology,Data & AI,AI Engineer,Career Motivation & Fit,"Di industri IT perkembangannya kan cepat banget ya. Sebagai seorang AI Engineer, bagaimana cara kamu biasanya belajar atau beradaptasi dengan teknologi baru?","Ya, benar sekali. Perkembangan di bidang AI ini memang sangat dinamis. Biasanya untuk beradaptasi, kami di tim sering melakukan diskusi teknis setiap minggu untuk membahas paper terbaru atau library yang baru rilis. Contohnya saat kami mengimplementasikan model LLM untuk sistem customer support kami. Kami melakukan riset kolektif, lalu kami bereksperimen dengan berbagai fine-tuning method. Hasilnya, kami berhasil meningkatkan akurasi sistem sebesar 40% dan mengurangi latency respons hingga 30% dalam tiga bulan. Dampaknya sangat signifikan karena beban operasional tim CS kami jadi jauh lebih ringan. Kami merasa kolaborasi ini adalah kunci utama agar kami tetap relevan dengan perkembangan teknologi yang sangat cepat saat ini.",65,60,50,70,75,50,3,contribution_unclear;lack_of_individual_initiative;vague_role_description,True,contribution,61.25,0.6125,Average,1,1,1,1,1,103
